"","Score","Age","PTS","AST","TRB","MP","FT","FG","Rk","X3P","X2P","Role","Salary","G","TOV","mean_views"
"255",1.5,24,25.2,5.8,3.2,35.1,4.1,9.3,215,2.5,6.9,"Back",17638063,72,2.5,8258.90163934426
"256",8,31,17.3,1.9,7.3,32.4,3.1,6.9,7,0.3,6.6,"Front",20575005,72,1.4,1485.64480874317
"257",63,28,6,0.8,3.1,21,0.9,2.1,425,0.8,1.3,"Front",6191000,46,0.5,276.032786885246
"258",57,25,7.9,1.3,2.1,20.2,0.7,2.8,143,1.6,1.2,"Back",5200000,74,0.6,218.756830601093
"259",56,27,2.9,0.9,3.6,14.3,0.4,1.3,8,0,1.3,"Front",3500000,61,0.5,96.4371584699454
"260",32.5,34,6.3,1.2,1.6,14.4,0.6,2.6,26,0.5,2,"Back",4000000,67,0.7,1397.60109289617
"261",1,32,26.4,8.7,8.6,37.8,4.8,9.9,220,1.7,8.3,"Front",30963450,74,4.1,24108.7021857924
"263",52,30,6.1,0.5,2.1,22.3,0.7,2.4,285,0.5,1.9,"Front",2203000,80,0.6,377.948087431694
"264",33,24,4.4,0.7,4.3,19.1,0.8,1.8,330,0.1,1.8,"Front",1921320,57,0.8,336.31693989071
"265",56.5,36,5.1,1,3.9,12.8,0.7,2,395,0.5,1.5,"Front",5000000,36,0.9,681.639344262295
"266",56,27,4.8,0.5,2.1,15.7,0.2,1.7,23,1.3,0.4,"Front",1227286,68,0.4,217.054644808743
"267",45,31,7.6,1.3,5.3,26.5,0.8,2.9,107,0.9,2,"Front",18000000,56,0.8,1264.95901639344
"268",62,21,3.6,0.5,1,9,0.7,1.3,375,0.4,0.9,"Back",1439880,22,0.4,288.939516129032
"269",14.5,24,10.2,4.2,2.8,26.4,1.5,3.9,57,1,2.8,"Back",875000,75,1.5,331.535519125683
"270",47.8,27,5.4,2.6,1.7,17.1,1,2,105,0.4,1.6,"Back",2500000,73,1.3,289.920765027322
"271",43,20,3.8,0.5,0.8,7.5,0.4,1.5,37,0.4,1.1,"Back",1627320,22,0.4,242.213438735178
"272",11.5,39,7.5,2.7,2.3,18.7,1.2,2.5,154,1.3,1.2,"Back",14000000,69,1.4,59.051912568306
"273",7.5,32,19.5,4.6,6.3,34.2,3.8,7.2,145,1.4,5.8,"Front",21165675,74,2.2,1034.23224043716
"275",15.8,32,10.8,1.5,10.4,31.2,1.3,4.8,159,0,4.8,"Front",12000000,82,1.5,372.94262295082
"276",31.2,30,10.5,2,2.4,24,2,3.6,39,1.4,2.2,"Back",6333333,74,0.9,379.497267759563
"277",55.5,27,14,2,4.6,32.5,1.8,5.3,310,1.5,3.8,"Front",4625000,79,1.1,7.07417582417582
"278",29.2,22,10.6,4.6,3.9,30.4,2.6,3.4,405,1.2,2.2,"Back",3578880,79,2,530.18306010929
"280",43,21,4.9,1,2.2,14.8,0.6,1.8,190,0.7,1.1,"Back",3909840,65,0.9,459.890710382514
"281",41.2,27,14,1.7,6.5,31.2,2.4,5.3,311,0.9,4.4,"Front",7400000,76,1.7,560.486338797814
"282",62,19,9.2,0.7,4.2,21.3,1.4,3.5,79,0.9,2.6,"Front",2941440,82,1.3,429.074204946996
"283",44.5,29,8.7,0.8,4.5,15.7,1.5,3,410,1.3,1.7,"Front",1403611,82,0.8,1094.86612021858
"284",62,24,1.9,0.5,2.4,8.1,0.4,0.8,357,0,0.8,"Front",543471,21,0.6,768.754098360656
"285",48.5,30,11.2,1.4,6.6,30.2,1.7,3.9,468,1.6,2.3,"Front",12250000,76,0.8,386.527322404372
"286",38.8,26,10.4,3.5,7.5,26.5,2.1,4.1,358,0,4.1,"Front",2328530,81,1.7,901.428961748634
"287",56,36,7.1,2.6,5.2,24,0.9,2.5,29,1.2,1.3,"Front",6508351,74,1.4,1459.95355191257
"288",15.2,26,7.6,4.7,1.9,26.1,1.1,2.7,106,1,1.7,"Back",9607500,76,1.8,1747.00273224044
"290",81,24,3.1,0.3,2,10.3,0.6,1.2,322,0,1.2,"Front",543471,32,0.4,174.896174863388
"291",50,37,2.3,0.4,0.8,6.4,0.4,0.8,475,0.4,0.4,"Front",1551659,25,0.3,2930.72677595628
"292",64,24,5.4,1,3.2,16.5,0.5,2,262,1,1,"Front",9213484,74,0.5,404.909836065574
"293",25.8,28,9.4,0.9,3.4,16.7,1.4,3.9,38,0.3,3.5,"Front",1403611,56,1.2,1473.45628415301
"294",24.5,25,6.6,2.5,3.4,18.8,1.3,2.5,74,0.3,2.2,"Back",3183526,45,1.5,927.390710382514
"295",52.8,24,0.4,0.2,0.3,3.6,0.2,0.1,148,0,0.1,"Back",650000,9,0,275.106557377049
"296",42.5,23,9.2,1.4,7,29,1.9,3.6,245,0,3.6,"Front",13000000,81,0.7,647.117486338798
"297",12.2,29,20.5,6.3,3.5,33.2,4.6,6.7,87,2.5,4.2,"Back",26540100,69,2.3,13.9644808743169
"298",60,36,5.2,0.9,2.2,15.9,0.7,1.8,117,1,0.8,"Front",4837500,53,0.5,7.93388429752066
"300",74.5,25,6.2,1.4,3.4,17.7,0.7,2.4,319,0.7,1.8,"Front",1015696,70,0.8,149.120218579235
"301",87,28,2.5,0.9,2.1,10.8,0.4,0.9,396,0.2,0.7,"Front",3333333,18,0.4,7.39071038251366
"302",54.5,28,2.5,0.5,2.1,10.8,0.6,1,359,0,1,"Front",12400000,45,0.7,611.972677595628
"303",37,27,6.3,1,1.9,14.9,0.8,2.3,250,0.8,1.5,"Front",2898000,68,0.8,348.07650273224
"304",58,31,6.4,0.7,2.3,16.2,0.5,2.2,421,1.5,0.7,"Front",10500000,70,0.5,4.14484679665738
"305",28.5,31,8.5,3.2,2.8,27,1.3,3.3,123,0.6,2.8,"Back",10763500,74,1.8,919.612021857924
"306",34,23,9.1,1.1,3.8,18.3,1.3,3.9,175,0,3.9,"Front",1045000,58,0.8,226.857923497268
"307",21.8,20,14.5,1.3,7.3,31.4,3,5.5,436,0.5,5,"Front",2380440,81,1.3,12.4972677595628
"308",42,28,6.2,1.2,3.8,18.3,0.7,2.3,47,0.9,1.5,"Front",3800000,65,0.9,245.308743169399
"309",32.5,22,8.7,1,5.8,20.5,1.5,3.6,329,0,3.6,"Front",4384490,51,1,911.978142076503
"310",44.5,36,1.7,0.6,1.6,6.4,0.3,0.7,86,0,0.7,"Front",3750000,20,0.2,395.592896174863
"311",19,31,13.2,1,2.3,25.9,1.3,4.5,480,2.8,1.7,"Back",5443918,60,0.6,42.9535519125683
"312",12.8,28,15.1,5.9,6.2,34,3.2,5.1,32,1.8,3.4,"Back",20869566,77,2.5,495.953551912568
"313",71.5,23,2.8,0.9,1.8,9.6,0.3,1,62,0.5,0.4,"Front",543471,54,0.5,20.2
"314",36.2,23,9.5,2.4,2.8,27.4,1.5,3.1,412,1.7,1.5,"Back",2993040,80,1.6,549.008196721311
"315",13.8,21,16.7,4.9,9.8,27.9,2.6,6.8,233,0.6,6.2,"Front",1358500,73,2.3,10.792349726776
"316",40,25,10.6,1.1,5.5,24,1.4,3.7,307,1.8,1.8,"Front",5782450,70,1.1,7.34794520547945
"317",42,26,14.6,2.8,10.4,28.8,1.4,6.4,447,0.3,6.1,"Front",11750000,75,1.6,11.568306010929
"318",80,21,4.4,0.4,5.2,17.1,0.8,1.8,446,0.1,1.7,"Front",2751360,74,0.9,255.229508196721
"319",28.8,23,8.4,1.1,2.2,18,1.7,3,365,0.7,2.3,"Back",874636,76,0.9,267.364383561644
"320",42.5,30,2.7,0.5,5.3,15.5,0.7,1,21,0,1,"Front",9904494,31,0.5,8.83333333333333
"321",64.5,28,5.2,1,3.1,17.9,0.5,2.1,75,0.4,1.7,"Front",3149524,36,0.8,270.122950819672
"322",33,23,13.4,1.5,6.4,32.6,1.2,5.2,361,1.9,3.3,"Front",5893981,80,0.6,308.412568306011
"324",51.5,22,4.2,0.3,3.4,15.6,0.4,1.9,402,0,1.9,"Front",1196040,55,0.6,327.901023890785
"325",61,24,2.5,0.7,1.3,8.1,0.2,0.9,88,0.4,0.5,"Back",874636,39,0.4,272.311475409836
"326",16,28,9.5,4.2,5.9,30.7,1.1,3.4,45,1.6,1.8,"Back",6000000,67,1.5,532.467213114754
"327",26.5,21,4,1.1,1.4,15.1,0.4,1.5,287,0.6,0.9,"Back",543471,71,0.5,807.875
"328",31.5,27,6.8,1.2,4.5,24.6,0.7,2.4,350,1.4,0.9,"Front",6050000,65,0.6,10.1284153005464
"330",15.2,36,12.4,2.3,7.8,25.4,2,4.7,146,0.9,3.9,"Front",15500000,64,1.3,2838.89344262295
"331",7,26,23.7,3.3,6.6,35.9,4.5,8.3,150,2.6,5.7,"Front",18100000,75,2.9,2102.71857923497
"332",15,31,18.1,3.7,7.7,34,4.5,6.2,306,1.1,5.1,"Front",20072033,69,2.3,606.248633879781
"333",31,39,3.2,0.4,1.9,11.1,0.4,1.1,356,0.6,0.5,"Front",3527920,25,0.6,2279.5218579235
"334",71,22,5.5,0.8,2.8,19.2,0.7,2,485,0.8,1.3,"Front",750000,44,0.9,189.838797814208
"336",73,26,5.8,0.5,3,14.7,1.2,1.8,2,1,0.9,"Front",2965505,38,0.6,230.142076502732
"337",19.8,30,7.8,6.7,5.1,26.7,0.4,3.3,382,0.7,2.6,"Back",14000000,69,2.4,2343.31147540984
"338",65.5,25,2,0.1,1.9,7.6,0.7,0.7,80,0,0.7,"Front",1052342,29,0.3,211.087431693989
"339",60.2,30,6.2,2.6,1.5,16.2,1.8,2,400,0.4,1.6,"Back",6000000,50,0.9,206.781420765027
"340",37,33,5.2,2,2.2,18.6,0.8,1.7,139,1,0.7,"Back",2500000,69,1.2,472.01912568306
"341",50.2,20,3.5,0.6,1.2,11.2,0,1.4,445,0.6,0.8,"Back",1811040,41,0.3,143.51912568306
"342",56,24,2.5,0.9,0.8,8.7,0.2,1,325,0.3,0.8,"Back",877800,40,0.4,25.1584699453552
"343",35.5,32,6.7,2.4,2.7,21.3,0.6,2.8,134,0.6,2.2,"Back",1551659,80,1,441.054644808743
"344",84,25,4.5,0.9,2.1,15.1,0.2,1.7,63,0.9,0.8,"Front",2255644,31,0.3,164.467213114754
"346",27,36,5.7,1,2.6,20.4,1,1.9,222,0.8,1.2,"Front",2500000,79,0.7,2951.38797814208
"347",59.5,23,9.8,1,5.5,20.9,1.3,4,201,0.5,3.6,"Front",1024000,57,1,117.153005464481
"348",33.5,26,11.1,9.1,4.1,32.9,3.4,3.5,386,0.8,2.7,"Back",13400000,75,2.6,909.775956284153
"349",39.5,26,12.9,1.5,6.5,31.6,2.1,4.4,91,2,2.3,"Front",1015696,67,2,216.838797814208
"350",35.5,28,10.4,1,6.4,28,0.9,4.7,272,0,4.7,"Front",13219250,81,1.1,967.904371584699
"351",21.5,24,12.7,1.6,3.4,27,1.5,4.6,202,1.9,2.7,"Back",1406520,59,1.1,275.010928961749
"352",59.8,25,6.4,1.6,3.3,25.2,0.6,2.4,294,0.9,1.5,"Back",543471,78,0.7,113.587431693989
"353",56.2,30,7.2,2.2,2.2,17.8,2.1,2.3,416,0.5,1.8,"Back",7000000,39,1.4,172.653005464481
"354",32.2,23,4.1,2.1,1.9,16.5,0.5,1.6,24,0.4,1.1,"Back",543471,52,1.1,6.17183098591549
"355",54,22,8.7,2,5.8,22.6,2.4,3,200,0.2,2.8,"Front",1395600,78,1.5,221.273224043716
"356",72.5,30,4.6,0.4,3.2,14.2,1.3,1.7,191,0,1.7,"Front",5000000,48,0.7,761.483606557377
"357",34.5,30,18.7,2.8,6.3,33.8,3.9,6.7,147,1.4,5.3,"Front",13333333,30,2.5,875.928961748634
"358",15.5,24,14,1.2,12.8,33.9,3.8,5.1,155,0,5.1,"Front",2121287,81,1.8,507.431693989071
"359",2,28,31.6,10.4,10.7,34.6,8.8,10.2,458,2.5,7.7,"Back",26540100,81,5.4,6469.5
"360",15,28,13.6,0.9,4.6,29.4,1.8,4.5,15,2.8,1.7,"Front",18735364,72,0.8,17.6420765027322
"361",89.5,25,1.6,0.5,1.1,6.9,0.3,0.5,244,0.3,0.3,"Front",713305,16,0.3,27.7595628415301
"362",49.5,30,2.9,0.2,4.2,12.4,0.5,1.2,299,0,1.2,"Front",874636,73,0.5,363.256830601093
"363",27,22,6.5,1,3.7,18.4,0.5,2.6,104,0.8,1.9,"Front",1720560,77,0.5,491.655737704918
"364",43.2,32,3,1.2,1.4,9.7,0.4,1,448,0.5,0.5,"Back",1410598,42,0.4,9.18852459016393
"365",33,27,13.1,2.2,4,25.1,2.9,4.4,246,1.5,2.9,"Back",980431,70,1.9,313.155737704918
"366",46.5,24,2.9,2,1.4,15.2,0.3,1.2,81,0.2,1,"Back",543471,64,0.7,115.204918032787
"367",21.5,27,14.8,0.9,6.8,30.7,1.4,6,210,1.6,4.4,"Front",12250000,79,1.3,1609.9262295082
"369",22.5,26,12.8,2.7,2.6,29,1.2,4.8,97,2,2.9,"Back",2898000,70,1.3,4925.89071038251
"370",70.5,24,9.9,0.4,2.8,19.4,1.9,3.7,316,0.6,3.1,"Front",3046299,78,0.7,426.084699453552
"371",60.5,25,4.1,1.3,1.2,9.7,0.7,1.4,321,0.6,0.7,"Back",1350120,53,0.8,541.866120218579
"372",17,31,5.1,1.8,2,17.7,0.6,2.3,268,0,2.3,"Back",5782450,76,0.8,2751.53278688525
"374",54.5,26,7.8,2.8,2.3,21.9,1,3.1,279,0.7,2.4,"Back",2433334,55,1.6,201.325136612022
"375",84,20,8.8,0.8,4.9,18.5,1.6,3.5,251,0.1,3.5,"Front",1188840,33,1.1,9.90437158469945
"377",58.2,23,7.3,3.1,2.8,22.6,2.1,2.3,112,0.6,1.6,"Back",726672,59,1.1,207.005464480874
"378",69.5,28,6.2,1.5,3.5,14.8,0.8,2.5,184,0.5,2,"Front",5782450,54,0.9,255.81693989071
"379",71,20,4.4,1.4,2.5,17.8,0.5,1.7,230,0.6,1.1,"Front",2969880,77,0.9,18.9098360655738
"380",2,28,25.3,6.6,4.5,33.4,4.1,8.5,98,4.1,4.4,"Back",12112359,79,3,28435.1229508197
"381",85,20,1.2,0.2,1.8,5.7,0.2,0.5,484,0,0.5,"Front",950000,19,0.2,154.792349726776
"382",63,33,0.6,0,0.4,2.8,0,0.3,331,0.1,0.1,"Front",1551659,8,0,391.243169398907
"383",14,23,11.3,1.1,7.7,29.9,2,4.7,3,0,4.7,"Front",3140517,80,1.8,3950.74043715847
"386",25.2,31,10.8,0.9,6.2,25.5,1.4,4.7,153,0,4.6,"Front",8950000,78,1.3,326.319672131148
"387",45.5,25,5.7,0.6,5.1,16.3,1.2,2.2,48,0,2.2,"Front",6191000,67,0.9,248.896174863388
"388",73,25,10.8,1.1,5.7,23.5,1.9,4.3,238,0.4,3.9,"Front",1207194,54,0.9,283.382513661202
"389",36,25,11,1.1,2.6,25.1,0.8,4.2,384,1.8,2.4,"Front",10000000,78,0.9,713.142076502732
"390",43.8,22,5.5,1.8,3.1,17.1,0.7,2,385,0.8,1.3,"Back",1906440,74,0.6,266.29781420765
"391",58.5,32,7.2,1.7,4.4,25.7,0.9,2.8,397,0.7,2.1,"Front",4000000,62,0.9,413.571038251366
"392",47.2,28,11,1.6,6.1,30.2,0.6,4.9,481,0.6,4.3,"Front",12078652,74,1.3,405.243169398907
"393",51.5,25,5,0.6,4.6,11.7,0.6,2.2,380,0,2.2,"Front",1050961,48,1,26.483606557377
"394",34,19,4,0.4,2,9.9,0.6,1.5,281,0.5,1,"Front",2568600,57,0.3,1785.76775956284
"395",75,32,4.9,0.5,2.8,9.5,1.1,1.8,411,0.3,1.5,"Front",8250000,8,0.8,309.133879781421
"396",47.5,26,7.1,5.2,2.7,23.5,1.5,2.5,140,0.6,1.9,"Back",2090000,65,1.6,277.887978142077
"397",38.2,24,14.5,2.3,2.8,27.3,2.1,5.3,171,1.9,3.4,"Back",2281605,79,1.3,889.606557377049
"398",61.5,22,1.9,0.7,0.9,5,0,0.8,368,0.3,0.5,"Back",543471,16,0.7,92.7784810126582
"399",32.8,30,7.4,0.8,4.9,20.4,1.2,3.1,314,0,3.1,"Front",16000000,54,1.3,1267.8825136612
"400",56.5,21,6.4,1.1,2.2,17.2,1.5,2.1,276,0.7,1.4,"Front",1326960,69,1.1,1.14285714285714
"401",43,24,16.1,1.7,5.1,31.3,2.3,6.2,180,1.3,4.9,"Front",17200000,82,1.2,566.42349726776
"402",48.2,25,2.7,1.6,1.5,12.6,0.4,1.1,393,0.2,0.9,"Back",2870813,57,0.7,5.3659217877095
"403",23.2,35,9.1,1.4,5.5,27,1.1,3.9,9,0.2,3.6,"Back",5000000,71,1.4,19.5464480874317
"404",17.5,34,10.1,4.5,1.8,25.2,1.3,4.2,347,0.4,3.8,"Back",14445313,63,1.4,2899.98633879781
"405",29.5,25,8.5,1.2,3.1,29.2,0.6,3.1,409,1.8,1.3,"Back",2368327,80,0.7,7.08767123287671
"406",60.8,23,2.1,0.2,0.8,7,0.4,0.7,160,0.3,0.4,"Back",543471,27,0.1,48.7622950819672
"407",15.8,31,11.7,2.2,5.7,34.7,1.2,4.1,19,2.4,1.7,"Front",7800000,80,0.9,563.882513661202
"408",41.2,29,10,1.9,8,24.7,1,4.3,54,0.4,3.9,"Front",9250000,71,1.8,221.232240437158
"409",46.2,24,5,1.8,0.8,12.3,0.4,2,64,0.5,1.5,"Back",3386597,57,0.8,526.087431693989
"410",56,21,6.2,1,3.3,16.3,0.8,2.2,277,0.9,1.3,"Front",2340600,71,0.9,429.407103825137
"411",11.2,25,8.1,1,9.2,29.9,1.4,3.4,428,0,3.4,"Front",15330435,78,0.8,2610.96448087432
"412",45,25,8.2,0.7,1.5,17.7,0.6,2.8,99,2.1,0.7,"Back",3332940,67,0.7,173.22131147541
"413",79,22,6.2,0.8,2.3,18.6,0.7,2.4,470,0.6,1.8,"Front",652165,30,1.1,122.986338797814
"414",51.5,29,9.9,4.8,2.6,25.1,2.5,3.4,256,0.5,2.9,"Back",1315448,69,1.9,670.333333333333
"415",26.5,22,4.3,1.6,0.8,11.1,0.4,1.7,126,0.5,1.2,"Back",1733880,53,0.8,25.3060109289617
"416",39.8,24,13.7,3.2,4,29.8,2.7,4.9,231,1.3,3.6,"Back",5628000,73,1.2,15.207650273224
"417",54,21,7.3,3.7,1.6,18.4,0.9,3,438,0.3,2.7,"Back",918369,61,1.3,669.213114754098
"418",64,27,3.5,0.8,2.4,10.3,0.4,1.5,483,0,1.5,"Front",8000000,51,0.4,406.912568306011
"419",42,27,10.3,3.1,3.4,19.7,1.7,3.8,127,1.1,2.7,"Back",10203755,40,1.5,817.592896174863
"420",43.5,34,8.4,0.6,11.5,27.6,1.9,3.3,77,0,3.3,"Front",12415000,47,1.4,913.825136612022
"421",43.5,20,3.5,2.6,1.1,12.9,0.6,1.3,239,0.4,0.8,"Back",1339680,60,0.6,658.27868852459
"422",65,36,1.9,0.4,2.3,8.1,0.6,0.7,183,0,0.7,"Front",4000000,16,0.5,574.01912568306
"423",16.2,24,15.9,2.6,4.3,33.2,1.7,6.1,339,1.9,4.3,"Back",6552960,67,1.8,1279.6693989071
"424",20,40,8,1.8,3.1,24.6,1.2,2.6,73,1.5,1.1,"Back",4264057,73,0.7,3882.04371584699
"425",51,20,3.2,1.8,1.4,12.3,0.9,1.1,25,0.1,1,"Back",1793760,33,1.2,11.9102040816327
"426",47,29,10.5,1.1,2.1,24.2,0.6,3.7,122,2.4,1.3,"Back",6000000,62,0.5,264.926229508197
"427",53.5,29,2.7,0.3,2.7,11.9,0.2,1.1,232,0.4,0.6,"Front",5628000,68,0.3,5.0521978021978
"428",37.5,30,13.5,2.9,3.5,34.2,2,4.6,284,2.4,2.2,"Back",17145838,73,1.4,341.368852459016
"429",36.2,26,13.7,3.4,4.3,28.4,2.4,4.9,30,1.5,3.5,"Back",3533333,60,1.6,329.551912568306
"430",60,23,8.1,1.1,4.5,18.9,1.3,3.4,76,0,3.4,"Front",3551160,75,0.9,532.669398907104
"432",35.5,22,8.2,1.3,7,18.4,1.3,3.4,189,0.1,3.4,"Front",1375000,72,1.4,2.85087719298246
"433",41.8,29,15.7,2,6.5,30.9,2,6.1,78,1.5,4.5,"Front",11233146,71,1.6,211.953551912568
"434",12,21,18.9,3,3.4,37.2,2.5,6.9,255,2.6,4.4,"Back",2240880,47,1.8,2317.55737704918
"435",24.5,35,14.1,1.7,8.2,24.5,1.9,5.9,371,0.3,5.6,"Front",10000000,73,1.4,718.333333333333
"436",6.5,32,6.1,1.9,5.9,18.1,1.4,2.3,344,0,2.3,"Front",2898000,70,1.2,1183.57650273224
"437",81.8,33,2.3,0.6,0.5,5.9,0.3,0.9,65,0.3,0.5,"Back",2116955,32,0.3,11.155737704918
"438",50.8,22,17.6,2.3,7.9,32.9,2.7,6.5,179,2,4.5,"Front",5504419,58,1.8,864.098630136986
"439",138,24,3,0.5,1.5,10.9,0.5,1,363,0.5,0.6,"Front",1167333,48,0.7,325.208219178082
"440",156,26,4.2,0,1.8,8.6,1,1.4,397,0.4,1,"Front",77250,5,0.4,205.855191256831
"441",73.2,27,9.3,1.2,7.6,30,0.9,3.3,11,1.8,1.5,"Front",7319035,69,1.1,387.838356164384
"442",6.8,31,12.9,4.7,7.4,31.6,1.3,5.1,227,1.3,3.8,"Front",27734405,72,1.8,1569.86575342466
"443",88.5,33,7,0.8,4,13.4,0.8,3.1,250,0,3.1,"Front",9769821,36,0.6,603.188524590164
"444",162.2,25,4,1.6,4.4,14,1.2,1.4,517,0,1.4,"Front",6000000,5,1.4,21.2131147540984
"445",106.8,26,7.7,1,3,16.5,1.7,2.7,78,0.7,1.9,"Back",10845506,64,0.9,161.224657534247
"447",48.5,24,4.7,0.4,1.5,15.1,0.5,1.5,1,1.1,0.4,"Back",5725000,75,0.3,8.31147540983607
"448",99.8,23,3.6,2,1.8,15.2,0.6,1.4,89,0.4,1,"Back",77250,37,1.1,378.482191780822
"449",142.8,24,8.5,1.2,7.5,20.2,2.3,3.1,292,0,3.1,"Front",4187599,69,1.1,345.227397260274
"451",151.5,25,1.5,0.1,0.5,3.8,0.1,0.6,330,0.2,0.4,"Front",815615,14,0.2,56.8109589041096
"452",69.5,25,13.2,1.6,4.3,29.3,1.5,4.5,114,2.7,1.8,"Back",18500000,75,1,321.934246575342
"453",99.2,30,4.6,1.6,4.5,15.8,0.7,1.9,254,0.1,1.8,"Front",11000000,74,0.7,371.795081967213
"454",7.2,24,15,3,16,33.7,3.1,6,140,0,6,"Front",23775506,78,2.6,911.147945205479
"455",100.2,34,6,3.3,3.8,25.3,0.9,2.3,234,0.5,1.8,"Front",14814815,64,1,2805.27123287671
"456",44.5,26,5,1.2,4.7,26.6,0.3,2.2,429,0.2,2,"Back",9259260,39,0.8,632.024657534247
"457",126.2,33,1.5,0.6,3.3,9,0.1,0.7,56,0,0.7,"Front",1078810,24,0.8,2397.75136612022
"458",119.2,23,9.5,3.2,2.3,23.7,2.2,3.2,202,0.8,2.4,"Back",1312611,56,1.4,5.94808743169399
"460",51.5,22,17.7,2,4.4,36.3,2.5,6.9,514,1.4,5.6,"Front",7574322,82,1.7,2035.86301369863
"461",134,21,3.7,0.2,1.9,6.7,0.7,1.5,539,0,1.5,"Front",1645200,32,0.3,924.238356164384
"462",147.2,25,3,1,0,4,0,1,68,1,0,"Front",77250,1,0,12.5573770491803
"463",2.5,24,28.1,2.3,11.1,36.4,6.6,10.4,122,0.7,9.7,"Front",23775506,75,2.2,93.6630136986301
"464",106.2,32,8.9,1.1,3.1,22.2,1.3,2.8,482,2,0.8,"Front",5290000,79,0.7,216.687671232877
"466",127.2,23,1.4,0.1,0.8,7.2,0.2,0.5,100,0.2,0.3,"Back",384116,17,0.4,44.1095890410959
"467",105.5,31,6,1.1,5.4,18.3,0.7,2.6,35,0,2.6,"Front",4300000,81,1,657.67397260274
"468",93.8,32,3.4,0.6,1.2,12.9,0.4,1.2,5,0.5,0.7,"Back",5328652,53,0.4,440.893442622951
"469",95.8,25,15.1,4,2.4,33.7,1.7,5.6,428,2.2,3.4,"Back",11825000,61,1.8,947.657534246575
"470",48.2,27,14.3,2,2.5,31.2,1.4,5.6,61,1.6,4,"Back",8808989,46,2.2,1365.31232876712
"471",64,20,6.9,1.5,5.5,19.8,1.9,2.5,4,0,2.5,"Front",2490360,69,1,157.567123287671
"472",122.2,24,7.5,0.9,2.5,19.5,0.9,2.8,331,1,1.8,"Back",5200000,56,1.1,437.084931506849
"474",34.8,21,15.8,8.2,8.1,33.7,2.4,6.7,450,0,6.7,"Back",6168840,81,3.4,3892.45479452055
"475",85.8,25,5.7,0.8,5.7,18.2,1.2,2.2,48,0,2.2,"Front",17000000,82,1,446.095890410959
"476",50.5,28,21.4,5.8,7.4,34,4.5,7.5,191,1.9,5.6,"Front",29512900,58,2.8,3637.6904109589
"477",68.5,29,6,0.6,3.7,8.6,2,2,313,0,2,"Front",5881260,39,0.9,841.706849315068
"479",87,22,13.2,1.7,6.8,22.5,1.6,5.2,410,1.1,4.1,"Front",1516320,73,1.4,525.991780821918
"480",50.2,25,11.8,3.3,2.9,27.9,1.3,4.4,54,1.7,2.8,"Back",9470614,78,1.6,1279.01095890411
"481",61.8,28,14.3,1.5,3.4,30.8,2.2,5.1,55,1.9,3.1,"Front",10500000,80,1.3,725.843835616438
"482",6.8,24,22.6,4.5,4.4,36.3,3.6,8.3,37,2.4,5.9,"Back",23775506,82,2.6,1038.05753424658
"483",119.8,30,5,0.5,3.4,13.6,0.8,2.1,529,0,2.1,"Front",5955760,28,0.3,166.098360655738
"484",51,20,16.1,3.9,5.3,33.5,3.3,6.1,238,0.7,5.4,"Front",5519400,59,2.5,1853.67397260274
"486",76.8,25,2.8,1.2,1.9,13.2,0.4,1.1,506,0.2,0.8,"Back",160378,18,0.8,165.94262295082
"487",112.8,23,2.4,0.1,1.7,5.4,0.2,1.1,255,0,1.1,"Front",1331160,18,0.3,324.342541436464
"488",68.2,29,13,1.7,4,23.4,1.5,5,302,1.5,3.5,"Front",22642350,74,1.3,1839.65753424658
"489",129,22,2.2,0.3,1.8,8.9,0.4,0.8,81,0.3,0.5,"Front",2451224,12,0.3,271.550684931507
"490",89.8,24,6.9,1,1.4,19,0.6,2.6,162,1.1,1.5,"Back",1312611,80,0.5,342.832876712329
"491",99.2,25,13.5,1.9,3.8,25.3,0.9,5.2,215,2.2,3,"Back",3675480,80,1.6,1199.74520547945
"494",148.2,20,2.3,0.5,2,7,0.4,0.9,467,0,0.9,"Front",1465920,27,0.7,667.106849315069
"495",82.2,23,8.8,4.5,2.8,23.3,0.5,3.5,398,1.4,2.1,"Back",2203440,25,1.4,583.218579234973
"496",61.2,23,12.1,4.2,3.7,26.3,1.9,4.5,296,1.2,3.3,"Back",1632480,71,2.2,328.887671232877
"497",44.8,33,16.2,1.3,5.8,32.1,1.9,6.1,17,2.2,3.9,"Front",26243760,78,1.3,4679.16666666667
"498",56.8,22,3.9,0.7,2,11,0.4,1.5,385,0.5,1,"Front",2642857,61,0.5,698.509589041096
"499",146.8,29,7.9,1.9,2.5,19.2,0.5,3,392,1.4,1.6,"Front",23112004,36,1,887.512328767123
"500",112,34,5,0.7,2.5,13.1,0.3,2,166,0.7,1.2,"Front",7420912,53,0.4,1233.72404371585
"502",158.8,21,4.9,0.4,4.1,11.2,1,2,131,0,2,"Front",1312611,52,0.5,276.421917808219
"503",149.8,21,4,1,4,22,0,2,384,0,2,"Front",1312611,1,3,446.708333333333
"504",131.2,25,0,0,1,1,0,0,60,0,0,"Front",77250,1,0,159.032876712329
"505",151,22,2.4,0.2,1.3,4.7,0.5,0.9,325,0.1,0.9,"Front",1471382,19,0.1,161.915300546448
"506",6.5,32,18.6,7.9,5.4,31.8,3.5,6.3,396,2.5,3.8,"Back",24268959,58,2.2,3962.68767123288
